Ligand	Receptor	Source	Target
GPC3	CD81	Epithelial	Endothelial
GPC3	CD81	Liver	Endothelial
GPC3	CD81	Muscle	Endothelial
GPC3	CD81	Neural	Endothelial
GPC3	CD81	USC	Endothelial
GPC3	CD81	UDC	Endothelial
GPC3	CD81	Stromal	Endothelial
GPC3	CD81	Endothelial	Epithelial
GPC3	CD81	Epithelial	Epithelial
GPC3	CD81	Liver	Epithelial
GPC3	CD81	Muscle	Epithelial
GPC3	CD81	Neural	Epithelial
GPC3	CD81	USC	Epithelial
GPC3	CD81	UDC	Epithelial
GPC3	CD81	Stromal	Epithelial
GPC3	CD81	Endothelial	Liver
GPC3	CD81	Epithelial	Liver
GPC3	CD81	Liver	Liver
GPC3	CD81	Muscle	Liver
GPC3	CD81	Neural	Liver
GPC3	CD81	USC	Liver
GPC3	CD81	UDC	Liver
GPC3	CD81	Stromal	Liver
GPC3	CD81	Endothelial	Muscle
GPC3	CD81	Epithelial	Muscle
GPC3	CD81	Liver	Muscle
GPC3	CD81	Muscle	Muscle
GPC3	CD81	Neural	Muscle
GPC3	CD81	USC	Muscle
GPC3	CD81	UDC	Muscle
GPC3	CD81	Stromal	Muscle
GPC3	CD81	Endothelial	Neural
GPC3	CD81	Epithelial	Neural
GPC3	CD81	Liver	Neural
GPC3	CD81	Muscle	Neural
GPC3	CD81	Neural	Neural
GPC3	CD81	USC	Neural
GPC3	CD81	UDC	Neural
GPC3	CD81	Stromal	Neural
GPC3	CD81	Endothelial	USC
GPC3	CD81	Epithelial	USC
GPC3	CD81	Liver	USC
GPC3	CD81	Muscle	USC
GPC3	CD81	Neural	USC
GPC3	CD81	USC	USC
GPC3	CD81	UDC	USC
GPC3	CD81	Stromal	USC
GPC3	CD81	Endothelial	Stromal
GPC3	CD81	Epithelial	Stromal
GPC3	CD81	Liver	Stromal
GPC3	CD81	Muscle	Stromal
GPC3	CD81	Neural	Stromal
GPC3	CD81	USC	Stromal
GPC3	CD81	UDC	Stromal
GPC3	CD81	Stromal	Stromal
GPC3	IGF1R	Endothelial	Muscle
GPC3	IGF1R	Epithelial	Muscle
GPC3	IGF1R	Liver	Muscle
GPC3	IGF1R	Muscle	Muscle
GPC3	IGF1R	Neural	Muscle
GPC3	IGF1R	USC	Muscle
GPC3	IGF1R	UDC	Muscle
GPC3	IGF1R	Stromal	Muscle
GPC3	IGF1R	Endothelial	Neural
GPC3	IGF1R	Epithelial	Neural
GPC3	IGF1R	Liver	Neural
GPC3	IGF1R	Muscle	Neural
GPC3	IGF1R	Neural	Neural
GPC3	IGF1R	USC	Neural
GPC3	IGF1R	UDC	Neural
GPC3	IGF1R	Stromal	Neural
GPC3	IGF1R	Endothelial	USC
GPC3	IGF1R	Epithelial	USC
GPC3	IGF1R	Liver	USC
GPC3	IGF1R	Muscle	USC
GPC3	IGF1R	Neural	USC
GPC3	IGF1R	USC	USC
GPC3	IGF1R	UDC	USC
GPC3	IGF1R	Stromal	USC
ARF1	INSR	Endothelial	Endothelial
ARF1	INSR	Epithelial	Endothelial
ARF1	INSR	Liver	Endothelial
ARF1	INSR	Muscle	Endothelial
ARF1	INSR	Neural	Endothelial
ARF1	INSR	USC	Endothelial
ARF1	INSR	UDC	Endothelial
ARF1	INSR	Stromal	Endothelial
ARF1	INSR	Endothelial	Muscle
ARF1	INSR	Epithelial	Muscle
ARF1	INSR	Liver	Muscle
ARF1	INSR	Muscle	Muscle
ARF1	INSR	Neural	Muscle
ARF1	INSR	USC	Muscle
ARF1	INSR	UDC	Muscle
ARF1	INSR	Stromal	Muscle
ARF1	INSR	Endothelial	Neural
ARF1	INSR	Epithelial	Neural
ARF1	INSR	Liver	Neural
ARF1	INSR	Muscle	Neural
ARF1	INSR	Neural	Neural
ARF1	INSR	USC	Neural
ARF1	INSR	UDC	Neural
ARF1	INSR	Stromal	Neural
ARF1	INSR	Endothelial	USC
ARF1	INSR	Epithelial	USC
ARF1	INSR	Liver	USC
ARF1	INSR	Muscle	USC
ARF1	INSR	Neural	USC
ARF1	INSR	USC	USC
ARF1	INSR	UDC	USC
ARF1	INSR	Stromal	USC
SPP1	ITGB1	Endothelial	Endothelial
SPP1	ITGB1	USC	Endothelial
SPP1	ITGB1	Endothelial	Epithelial
SPP1	ITGB1	USC	Epithelial
SPP1	ITGB1	Endothelial	Liver
SPP1	ITGB1	USC	Liver
SPP1	ITGB1	Endothelial	Muscle
SPP1	ITGB1	USC	Muscle
SPP1	ITGB1	Endothelial	Neural
SPP1	ITGB1	USC	Neural
SPP1	ITGB1	Endothelial	USC
SPP1	ITGB1	USC	USC
SPP1	ITGB1	Endothelial	Stromal
SPP1	ITGB1	USC	Stromal
HMGB1	SDC1	Endothelial	Endothelial
HMGB1	SDC1	Epithelial	Endothelial
HMGB1	SDC1	Liver	Endothelial
HMGB1	SDC1	Muscle	Endothelial
HMGB1	SDC1	Neural	Endothelial
HMGB1	SDC1	USC	Endothelial
HMGB1	SDC1	UDC	Endothelial
HMGB1	SDC1	Stromal	Endothelial
CALR	LRP1	Endothelial	Endothelial
CALR	LRP1	Epithelial	Endothelial
CALR	LRP1	Liver	Endothelial
CALR	LRP1	Muscle	Endothelial
CALR	LRP1	Neural	Endothelial
CALR	LRP1	USC	Endothelial
CALR	LRP1	UDC	Endothelial
CALR	LRP1	Stromal	Endothelial
CALR	LRP1	Endothelial	Muscle
CALR	LRP1	Epithelial	Muscle
CALR	LRP1	Liver	Muscle
CALR	LRP1	Muscle	Muscle
CALR	LRP1	Neural	Muscle
CALR	LRP1	USC	Muscle
CALR	LRP1	UDC	Muscle
CALR	LRP1	Stromal	Muscle
CALR	LRP1	Endothelial	USC
CALR	LRP1	Epithelial	USC
CALR	LRP1	Liver	USC
CALR	LRP1	Muscle	USC
CALR	LRP1	Neural	USC
CALR	LRP1	USC	USC
CALR	LRP1	UDC	USC
CALR	LRP1	Stromal	USC
UBA52	ERBB2	Endothelial	Endothelial
UBA52	ERBB2	Epithelial	Endothelial
UBA52	ERBB2	Liver	Endothelial
UBA52	ERBB2	Muscle	Endothelial
UBA52	ERBB2	Neural	Endothelial
UBA52	ERBB2	USC	Endothelial
UBA52	ERBB2	UDC	Endothelial
UBA52	ERBB2	Stromal	Endothelial
UBA52	ERBB2	Endothelial	Muscle
UBA52	ERBB2	Epithelial	Muscle
UBA52	ERBB2	Liver	Muscle
UBA52	ERBB2	Muscle	Muscle
UBA52	ERBB2	Neural	Muscle
UBA52	ERBB2	USC	Muscle
UBA52	ERBB2	UDC	Muscle
UBA52	ERBB2	Stromal	Muscle
UBA52	ERBB2	Endothelial	Neural
UBA52	ERBB2	Epithelial	Neural
UBA52	ERBB2	Liver	Neural
UBA52	ERBB2	Muscle	Neural
UBA52	ERBB2	Neural	Neural
UBA52	ERBB2	USC	Neural
UBA52	ERBB2	UDC	Neural
UBA52	ERBB2	Stromal	Neural
UBA52	ERBB2	Endothelial	USC
UBA52	ERBB2	Epithelial	USC
UBA52	ERBB2	Liver	USC
UBA52	ERBB2	Muscle	USC
UBA52	ERBB2	Neural	USC
UBA52	ERBB2	USC	USC
UBA52	ERBB2	UDC	USC
UBA52	ERBB2	Stromal	USC
UBA52	TGFBR1	Endothelial	Muscle
UBA52	TGFBR1	Epithelial	Muscle
UBA52	TGFBR1	Liver	Muscle
UBA52	TGFBR1	Muscle	Muscle
UBA52	TGFBR1	Neural	Muscle
UBA52	TGFBR1	USC	Muscle
UBA52	TGFBR1	UDC	Muscle
UBA52	TGFBR1	Stromal	Muscle
UBA52	TGFBR1	Endothelial	Neural
UBA52	TGFBR1	Epithelial	Neural
UBA52	TGFBR1	Liver	Neural
UBA52	TGFBR1	Muscle	Neural
UBA52	TGFBR1	Neural	Neural
UBA52	TGFBR1	USC	Neural
UBA52	TGFBR1	UDC	Neural
UBA52	TGFBR1	Stromal	Neural
HLA-A	APLP2	Endothelial	Endothelial
HLA-A	APLP2	Epithelial	Endothelial
HLA-A	APLP2	Liver	Endothelial
HLA-A	APLP2	Muscle	Endothelial
HLA-A	APLP2	Neural	Endothelial
HLA-A	APLP2	USC	Endothelial
HLA-A	APLP2	UDC	Endothelial
HLA-A	APLP2	Stromal	Endothelial
HLA-A	APLP2	Endothelial	Epithelial
HLA-A	APLP2	Epithelial	Epithelial
HLA-A	APLP2	Liver	Epithelial
HLA-A	APLP2	Muscle	Epithelial
HLA-A	APLP2	Neural	Epithelial
HLA-A	APLP2	USC	Epithelial
HLA-A	APLP2	UDC	Epithelial
HLA-A	APLP2	Stromal	Epithelial
HLA-A	APLP2	Endothelial	Liver
HLA-A	APLP2	Epithelial	Liver
HLA-A	APLP2	Liver	Liver
HLA-A	APLP2	Muscle	Liver
HLA-A	APLP2	Neural	Liver
HLA-A	APLP2	USC	Liver
HLA-A	APLP2	UDC	Liver
HLA-A	APLP2	Stromal	Liver
HLA-A	APLP2	Endothelial	Muscle
HLA-A	APLP2	Epithelial	Muscle
HLA-A	APLP2	Liver	Muscle
HLA-A	APLP2	Muscle	Muscle
HLA-A	APLP2	Neural	Muscle
HLA-A	APLP2	USC	Muscle
HLA-A	APLP2	UDC	Muscle
HLA-A	APLP2	Stromal	Muscle
HLA-A	APLP2	Endothelial	Neural
HLA-A	APLP2	Epithelial	Neural
HLA-A	APLP2	Liver	Neural
HLA-A	APLP2	Muscle	Neural
HLA-A	APLP2	Neural	Neural
HLA-A	APLP2	USC	Neural
HLA-A	APLP2	UDC	Neural
HLA-A	APLP2	Stromal	Neural
HLA-A	APLP2	Endothelial	USC
HLA-A	APLP2	Epithelial	USC
HLA-A	APLP2	Liver	USC
HLA-A	APLP2	Muscle	USC
HLA-A	APLP2	Neural	USC
HLA-A	APLP2	USC	USC
HLA-A	APLP2	UDC	USC
HLA-A	APLP2	Stromal	USC
HLA-A	APLP2	Endothelial	Stromal
HLA-A	APLP2	Epithelial	Stromal
HLA-A	APLP2	Liver	Stromal
HLA-A	APLP2	Muscle	Stromal
HLA-A	APLP2	Neural	Stromal
HLA-A	APLP2	USC	Stromal
HLA-A	APLP2	UDC	Stromal
HLA-A	APLP2	Stromal	Stromal
HLA-A	ERBB2	Endothelial	Endothelial
HLA-A	ERBB2	Epithelial	Endothelial
HLA-A	ERBB2	Liver	Endothelial
HLA-A	ERBB2	Muscle	Endothelial
HLA-A	ERBB2	Neural	Endothelial
HLA-A	ERBB2	USC	Endothelial
HLA-A	ERBB2	UDC	Endothelial
HLA-A	ERBB2	Stromal	Endothelial
HLA-A	ERBB2	Endothelial	Muscle
HLA-A	ERBB2	Epithelial	Muscle
HLA-A	ERBB2	Liver	Muscle
HLA-A	ERBB2	Muscle	Muscle
HLA-A	ERBB2	Neural	Muscle
HLA-A	ERBB2	USC	Muscle
HLA-A	ERBB2	UDC	Muscle
HLA-A	ERBB2	Stromal	Muscle
HLA-A	ERBB2	Endothelial	Neural
HLA-A	ERBB2	Epithelial	Neural
HLA-A	ERBB2	Liver	Neural
HLA-A	ERBB2	Muscle	Neural
HLA-A	ERBB2	Neural	Neural
HLA-A	ERBB2	USC	Neural
HLA-A	ERBB2	UDC	Neural
HLA-A	ERBB2	Stromal	Neural
HLA-A	ERBB2	Endothelial	USC
HLA-A	ERBB2	Epithelial	USC
HLA-A	ERBB2	Liver	USC
HLA-A	ERBB2	Muscle	USC
HLA-A	ERBB2	Neural	USC
HLA-A	ERBB2	USC	USC
HLA-A	ERBB2	UDC	USC
HLA-A	ERBB2	Stromal	USC
GDF11	ACVR2B	Epithelial	Endothelial
GDF11	ACVR2B	Liver	Endothelial
GDF11	ACVR2B	Muscle	Endothelial
GDF11	ACVR2B	Neural	Endothelial
GDF11	ACVR2B	USC	Endothelial
GDF11	ACVR2B	Stromal	Endothelial
GDF11	ACVR2B	Epithelial	Liver
GDF11	ACVR2B	Liver	Liver
GDF11	ACVR2B	Muscle	Liver
GDF11	ACVR2B	Neural	Liver
GDF11	ACVR2B	USC	Liver
GDF11	ACVR2B	Stromal	Liver
GDF11	ACVR2B	Epithelial	Muscle
GDF11	ACVR2B	Liver	Muscle
GDF11	ACVR2B	Muscle	Muscle
GDF11	ACVR2B	Neural	Muscle
GDF11	ACVR2B	USC	Muscle
GDF11	ACVR2B	Stromal	Muscle
GDF11	ACVR2B	Epithelial	Neural
GDF11	ACVR2B	Liver	Neural
GDF11	ACVR2B	Muscle	Neural
GDF11	ACVR2B	Neural	Neural
GDF11	ACVR2B	USC	Neural
GDF11	ACVR2B	Stromal	Neural
GDF11	ACVR2B	Epithelial	USC
GDF11	ACVR2B	Liver	USC
GDF11	ACVR2B	Muscle	USC
GDF11	ACVR2B	Neural	USC
GDF11	ACVR2B	USC	USC
GDF11	ACVR2B	Stromal	USC
FBLN1	ITGB1	Endothelial	Endothelial
FBLN1	ITGB1	Epithelial	Endothelial
FBLN1	ITGB1	Liver	Endothelial
FBLN1	ITGB1	Muscle	Endothelial
FBLN1	ITGB1	Neural	Endothelial
FBLN1	ITGB1	USC	Endothelial
FBLN1	ITGB1	UDC	Endothelial
FBLN1	ITGB1	Stromal	Endothelial
FBLN1	ITGB1	Endothelial	Epithelial
FBLN1	ITGB1	Epithelial	Epithelial
FBLN1	ITGB1	Liver	Epithelial
FBLN1	ITGB1	Muscle	Epithelial
FBLN1	ITGB1	Neural	Epithelial
FBLN1	ITGB1	USC	Epithelial
FBLN1	ITGB1	UDC	Epithelial
FBLN1	ITGB1	Stromal	Epithelial
FBLN1	ITGB1	Endothelial	Liver
FBLN1	ITGB1	Epithelial	Liver
FBLN1	ITGB1	Liver	Liver
FBLN1	ITGB1	Muscle	Liver
FBLN1	ITGB1	Neural	Liver
FBLN1	ITGB1	USC	Liver
FBLN1	ITGB1	UDC	Liver
FBLN1	ITGB1	Stromal	Liver
FBLN1	ITGB1	Endothelial	Muscle
FBLN1	ITGB1	Epithelial	Muscle
FBLN1	ITGB1	Liver	Muscle
FBLN1	ITGB1	Muscle	Muscle
FBLN1	ITGB1	Neural	Muscle
FBLN1	ITGB1	USC	Muscle
FBLN1	ITGB1	UDC	Muscle
FBLN1	ITGB1	Stromal	Muscle
FBLN1	ITGB1	Endothelial	Neural
FBLN1	ITGB1	Epithelial	Neural
FBLN1	ITGB1	Liver	Neural
FBLN1	ITGB1	Muscle	Neural
FBLN1	ITGB1	Neural	Neural
FBLN1	ITGB1	USC	Neural
FBLN1	ITGB1	UDC	Neural
FBLN1	ITGB1	Stromal	Neural
FBLN1	ITGB1	Endothelial	USC
FBLN1	ITGB1	Epithelial	USC
FBLN1	ITGB1	Liver	USC
FBLN1	ITGB1	Muscle	USC
FBLN1	ITGB1	Neural	USC
FBLN1	ITGB1	USC	USC
FBLN1	ITGB1	UDC	USC
FBLN1	ITGB1	Stromal	USC
FBLN1	ITGB1	Endothelial	Stromal
FBLN1	ITGB1	Epithelial	Stromal
FBLN1	ITGB1	Liver	Stromal
FBLN1	ITGB1	Muscle	Stromal
FBLN1	ITGB1	Neural	Stromal
FBLN1	ITGB1	USC	Stromal
FBLN1	ITGB1	UDC	Stromal
FBLN1	ITGB1	Stromal	Stromal
TGFB1	SDC2	USC	Epithelial
TGFB1	SDC2	USC	Liver
TGFB1	SDC2	USC	Muscle
TGFB1	SDC2	USC	Neural
TGFB1	SDC2	USC	Stromal
TGFB1	TGFBR1	USC	Muscle
TGFB1	TGFBR1	USC	Neural
FGF13	FGFR1	Endothelial	Endothelial
FGF13	FGFR1	Muscle	Endothelial
FGF13	FGFR1	Neural	Endothelial
FGF13	FGFR1	USC	Endothelial
FGF13	FGFR1	Endothelial	Epithelial
FGF13	FGFR1	Muscle	Epithelial
FGF13	FGFR1	Neural	Epithelial
FGF13	FGFR1	USC	Epithelial
FGF13	FGFR1	Endothelial	Liver
FGF13	FGFR1	Muscle	Liver
FGF13	FGFR1	Neural	Liver
FGF13	FGFR1	USC	Liver
FGF13	FGFR1	Endothelial	Muscle
FGF13	FGFR1	Muscle	Muscle
FGF13	FGFR1	Neural	Muscle
FGF13	FGFR1	USC	Muscle
FGF13	FGFR1	Endothelial	Neural
FGF13	FGFR1	Muscle	Neural
FGF13	FGFR1	Neural	Neural
FGF13	FGFR1	USC	Neural
FGF13	FGFR1	Endothelial	USC
FGF13	FGFR1	Muscle	USC
FGF13	FGFR1	Neural	USC
FGF13	FGFR1	USC	USC
FGF13	FGFR1	Endothelial	Stromal
FGF13	FGFR1	Muscle	Stromal
FGF13	FGFR1	Neural	Stromal
FGF13	FGFR1	USC	Stromal
FGF13	FGFR2	Endothelial	Muscle
FGF13	FGFR2	Muscle	Muscle
FGF13	FGFR2	Neural	Muscle
FGF13	FGFR2	USC	Muscle
FGF13	FGFR2	Endothelial	USC
FGF13	FGFR2	Muscle	USC
FGF13	FGFR2	Neural	USC
FGF13	FGFR2	USC	USC
FGF13	FGFR3	Endothelial	Muscle
FGF13	FGFR3	Muscle	Muscle
FGF13	FGFR3	Neural	Muscle
FGF13	FGFR3	USC	Muscle
FGF13	FGFR3	Endothelial	USC
FGF13	FGFR3	Muscle	USC
FGF13	FGFR3	Neural	USC
FGF13	FGFR3	USC	USC
EFNA5	EPHA1	Endothelial	USC
EFNA5	EPHA1	Epithelial	USC
